Date_,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,MA30_,STD30_,Upper_Band_,Lower_Band_
2025-12-17,474.00909423828125,477.8718969329872,472.8940646732686,474.79560024235434,24527200,486.7288391113281,11.951723618798646,510.6322863489254,462.82539187373084
2025-12-18,481.8342590332031,487.4293375934554,475.7712630284666,476.06992080908344,28573500,485.9910400390625,11.52642702172447,509.04389408251143,462.9381859956136
2025-12-19,483.7656555175781,485.68709144559693,480.35083955461556,485.1992432324443,70836100,485.6508433024089,11.432996315251183,508.51683593291125,462.7848506719065
2025-12-22,482.7701110839844,486.5632169440421,480.5499868948874,483.9647726311972,16963000,485.2867360432943,11.341605674377893,507.9699473920501,462.6035246945385
2025-12-23,484.6915588378906,485.66719456773416,482.5908977144131,482.829854335465,14683600,484.68260396321614,10.847652244386756,506.37790845198964,462.98729947444264
2025-12-24,485.8563232421875,486.99128356758627,482.680463867149,483.5267014178325,5855900,484.028525797526,10.117485714829488,504.263497227185,463.79355436786705
2025-12-26,485.5477294921875,485.95591540329985,483.8054881161676,484.5521629916047,8842200,483.282676188151,9.06528985509854,501.4132558983481,465.15209647795393
2025-12-29,484.9404296875,486.1848877649252,482.0333622504328,482.71034015280554,10893400,482.7766042073568,8.498858216343327,499.77432064004347,465.7788877746701
2025-12-30,485.3187561035156,487.5089841188462,483.3475235456682,483.77560983811236,13944500,482.05492146809894,7.192528096164248,496.4399776604274,467.66986527577046
2025-12-31,481.4758605957031,485.97584057107747,481.15727202744546,485.6771523949816,15601600,481.29424540201825,5.838474956500673,492.9711953150196,469.6172954890169
2026-01-02,470.84320068359375,482.5112407273309,468.07552715971417,482.24244872265706,25571600,480.6329386393229,5.861954857250673,492.35684835382426,468.90902892482154
2026-01-05,470.75360107421875,473.95932625248497,467.41844739653146,471.95822796941724,25250300,480.1895802815755,6.0927066952815965,492.3749936721387,468.0041668910123
2026-01-06,476.3885192871094,476.617480129593,467.6673473241013,471.69937935780575,23037700,480.1922353108724,6.090974385362862,492.3741840815981,468.01028654014664
2026-01-07,481.3265075683594,487.5288974221053,475.83099176167434,477.63296458601815,25564200,480.568891398112,5.782237997292338,492.13336739269664,469.00441540352733
2026-01-08,475.9902648925781,480.5201105081445,473.7502403609407,479.10639276886474,18162600,480.7052825927734,5.616553650011318,491.93838989279607,469.47217529275076
2026-01-09,477.15509033203125,477.6927047258898,470.106493184136,471.9582322108041,18491000,480.7812784830729,5.549978166581475,491.88123481623586,469.68132214991
2026-01-12,475.06439208984375,478.85749783991434,473.57104241242143,474.5566738594685,23519900,480.5051747639974,5.623459949451138,491.75209466289965,469.2582548650951
2026-01-13,468.5832824707031,473.6706125344443,463.88420753037366,472.57548334410274,28545800,479.7969950358073,5.7452651222277344,491.28752528026274,468.30646479135186
2026-01-14,457.3433532714844,466.12425727832346,455.14315976714454,464.3919508718589,28184300,478.8890401204427,6.982175220615116,492.85339056167294,464.92468967921246
2026-01-15,454.6354064941406,462.191752665677,453.8787662235596,462.06232415810086,23225800,477.7826344807943,8.063091039895355,493.908816560585,461.65645240100355
2026-01-16,457.8211975097656,461.13645097900303,454.4562082505655,455.8001987238622,34246700,477.1896087646484,8.844609635846343,494.87882803634113,459.5003894929557
2026-01-20,452.5048522949219,454.77474258752966,447.28809381488645,449.2194951600843,26130000,476.3161651611328,9.918166125936049,496.1524974130049,456.4798329092607
2026-01-21,442.1409912109375,450.6829681667298,436.73507280530305,450.5933708341933,37980500,475.020268758138,11.66809161506781,498.35645198827365,451.68408552800236
2026-01-22,449.1398620605469,450.8323067932568,442.7284117030413,445.6354487179439,25349400,473.6968292236328,12.281704858017147,498.2602389396671,449.1334195075985
2026-01-23,463.8841857910156,469.01134678020316,448.5325382185013,449.8665935761158,38000200,472.83168233235676,12.016719712161514,496.8651217566798,448.7982429080337
2026-01-26,468.1949768066406,472.14737672642065,459.9516880286902,463.2470104625561,29291200,472.55690612792966,12.025650146823413,496.6082064215765,448.50560583428285
2026-01-27,478.4493408203125,480.72919663912324,471.06225431764057,471.59986874099184,29213900,472.46100056966145,11.96461813021877,496.390236830099,448.5317643092239
2026-01-28,479.4946594238281,481.59528998521284,475.8807484603396,481.0676409982362,36875400,472.5638753255208,12.012900090558478,496.5896755066378,448.5380751444039
2026-01-29,431.57806396484375,440.5381621786467,419.1533835040837,438.0392806211351,128855300,471.19264831542966,14.152359759129315,499.4973678336883,442.887928797171
2026-01-30,428.3822937011719,437.65101486434605,424.55932220203715,437.2229285851671,58566800,469.6627939860026,16.14736364351417,501.9575212730309,437.3680666989743
2026-02-02,421.49298095703125,428.8303011436502,420.37795134689077,428.33251789753194,42219900,467.9122568766276,18.355580174436433,504.6234172255005,431.20109652775477
2026-02-03,409.3868713378906,420.178808008447,406.7486263222299,420.1390072256922,61424100,465.4973439534505,21.031451700496373,507.5602473544433,423.4344405524578
2026-02-04,412.35369873046875,417.93881231579195,407.4256323109538,409.17783910585314,45012400,463.1169453938802,22.854761640281975,508.82646867444413,417.4074221133163
2026-02-05,391.9246520996094,406.4897635323938,390.5806313349955,405.6335909812077,66289200,460.08876342773436,25.967395260370534,512.0235539484754,408.1539729069933
2026-02-06,399.3615417480469,400.0086538663787,391.17798428483076,397.4002746193236,53515300,457.2444295247396,27.789016517960675,512.8224625606609,401.66639648881824
2026-02-09,411.76629638671875,413.05058563481117,399.0927243377603,403.0550898097971,45480500,454.77476196289064,28.443104811165114,511.66097158522086,397.8885523405604
2026-02-10,411.437744140625,421.80159473973595,410.8702943432265,417.75959730190846,44857900,452.30442911783854,28.892990069706574,510.0904092572517,394.5184489784254
2026-02-11,402.5771789550781,414.61357304478975,399.2320904458023,414.33481566901673,42491000,449.5589874267578,29.589670118000008,508.73832766275785,390.3796471907578
2026-02-12,400.05841064453125,404.3990960787573,396.24540458526855,403.20440420967,40802400,446.71697591145835,30.126253824492583,506.9694835604435,386.4644682624732
2026-02-13,399.5407409667969,403.7420326637702,396.2852191820681,402.65686886295305,34091600,443.9858052571615,30.577083034582802,505.1399713263271,382.83163918799585
2026-02-17,395.1004943847656,398.7442713079252,392.78083787972264,397.45004705087115,32078800,441.46104838053384,31.398991973511237,504.2590323275563,378.66306443351135
2026-02-18,397.8283386230469,400.77520665339193,394.56288205367116,396.3648548030424,23223400,439.03020629882815,31.872317538140194,502.7748413751085,375.2855712225478
2026-02-19,397.5988464355469,403.55594539020564,395.8127368785549,399.82403795970674,28234000,436.4038838704427,31.933919421077505,500.2717227125977,372.53604502828773
2026-02-20,396.37152099609375,399.2552593187824,394.3059873534157,395.2539159508346,34015200,433.5720509847005,31.577736980118125,496.72752494493676,370.4165770244643
2026-02-23,383.6390686035156,394.50551684604494,382.27203437696886,394.14630950985264,43238300,430.4936777750651,31.800649050300688,494.0949758756665,366.89237967446377
2026-02-24,388.1593017578125,388.5185091169527,380.88504821898124,383.30981969967445,33884700,427.5271514892578,31.446758917156174,490.4206693235701,364.63363365494547
2026-02-25,399.7342224121094,400.60233728073825,389.31678308531696,389.68597856263057,43625500,425.0161458333333,30.513741351129553,486.04362853559246,363.9886631310742
2026-02-26,400.851806640625,406.6093255926281,397.8782360341113,403.8353349281015,34405900,422.7584299723307,29.673200141585852,482.1048302555024,363.412029689159
2026-02-27,391.8912048339844,395.9624042352165,389.0374004516944,390.03523926255787,51367200,420.5766916910807,29.447987228760837,479.4726661486024,361.68071723355905
2026-03-02,397.6886291503906,400.32293811697235,389.78576315389057,392.01092411942045,35474900,418.6784657796224,29.008978459967565,476.6964226995575,360.6605088596873
2026-03-03,403.0570068359375,405.82103971635513,391.82136299902305,392.2903484387299,38199200,416.8529927571615,28.171892379483186,473.19677751612784,360.5092079981951
2026-03-04,404.32427978515625,410.14166638677375,399.44483360720756,400.4027502952161,35808000,415.2469736735026,27.433018570200947,470.1130108139045,360.38093653310074
2026-03-05,409.79241943359375,410.72040218284053,403.525993165685,403.54596943015656,39001300,414.16868794759114,26.971330697208863,468.11134934200885,360.2260265531734
2026-03-06,408.0761413574219,412.1572983375802,407.6271321747383,408.31564337314285,31123900,412.799897257487,26.16529431707995,465.13048589164686,360.4693086233271
2026-03-09,408.5251770019531,409.3234358422322,402.62794618065146,404.044890641513,30131900,410.9545969645182,24.325785154024093,459.6061672725664,362.30302665647
2026-03-10,404.8830871582031,409.31349393117443,402.05918625996463,409.1438479339772,31706400,408.8442006429037,21.804270259762106,452.45274116242786,365.2356601233795
2026-03-11,404.0049743652344,408.1260534422115,400.7220762180728,404.6934855668013,25512100,406.3627217610677,17.4011199539307,441.1649616689291,371.5604818532063
2026-03-12,400.9914855957031,405.2422886286942,400.84181586601125,403.7555185610488,27263900,403.74594930013023,10.596543389150137,424.9390360784305,382.55286252183
2026-03-13,394.69512939453125,403.9251383935716,393.3979511212616,400.13336309353434,26848000,402.5165181477865,9.31861490308758,421.15374795396167,383.8792883416113
2026-03-16,399.08563232421875,399.7641553863696,393.9367805641587,397.209690545171,27733700,401.5399627685547,7.9489399595695165,417.4378426876937,385.64208284941566
2026-03-17,398.5467834472656,403.5259891234105,396.8903674487218,399.4049101655112,26228300,400.77508951822915,7.011490576170749,414.79807067057067,386.75210836588764
2026-03-18,390.9432678222656,397.13983817793417,390.1549666521916,396.271723303423,25908500,400.160302734375,7.03888718417788,414.23807710273076,386.0825283660193
2026-03-19,388.1792297363281,391.6417315076428,386.2234742615233,389.2569126674818,25138800,399.354487101237,6.978338627951932,413.31116435714085,385.39780984533314
2026-03-20,381.0447082519531,386.16362631018524,379.29849030352204,385.95408868282834,50853200,398.9918223063151,7.630065012916446,414.251952332148,383.7316922804822
2026-03-23,382.1722717285156,386.3731646745857,380.85511716508233,383.07032058481127,29680100,398.4188466389974,8.223663137665257,414.86617291432793,381.9715203636669
2026-03-24,371.9344177246094,381.6434000325674,371.04635704379217,381.53362193174286,42733600,397.0911173502604,9.15689872752868,415.40491480531773,378.77731989520305
2026-03-25,370.2381286621094,376.2451074667104,368.831172255135,376.10542586510894,31181200,395.7177968343099,9.98324813930701,415.68429311292397,375.7513005556959
2026-03-26,365.1790771484375,373.9101668945663,364.4007640805619,370.01860155518807,36836600,394.4711934407552,11.33994121384029,417.1510758684358,371.7913110130746
2026-03-27,355.9989318847656,361.6666793192034,355.73951450811694,361.11784971721505,37883400,393.00254414876304,13.278740756317971,419.560025661399,366.4450626361271
2026-03-30,358.1842041015625,364.5703662773937,355.51000344849933,361.1178525849577,44797000,391.6239929199219,14.652268751508421,420.9285304229387,362.31945541690504
2026-03-31,369.3699951171875,372.09407550142714,362.28533367877645,363.7621155862403,45244400,390.7663096110026,15.185140358421148,421.1365903278449,360.39602889416034
2026-04-01,368.57171630859375,373.1817267376728,367.4042619540212,372.682807332766,29417200,389.7910888671875,15.648358068060668,421.08780500330886,358.49437273106616
2026-04-02,372.6528625488281,372.83249667260446,363.3629859357669,366.41637016886637,24099100,388.9595560709635,15.880237681620585,420.72003143420466,357.1990807077224
2026-04-06,372.0741271972656,372.92229624611906,368.70142726638517,372.682794233078,16146600,388.14964294433594,16.10716077844214,420.3639645012202,355.93532138745167
2026-04-07,371.48541259765625,371.64507045865594,365.7677853538718,369.5396147715723,21443300,387.74452107747396,16.375134431970224,420.4947899414144,354.9942522135335
2026-04-08,373.52099609375,384.167949815935,370.6073237610428,384.148004001906,33064800,387.25657755533854,16.57917238878433,420.41492233290717,354.0982327777699
2026-04-09,372.26373291015625,372.6927962909368,366.2567237727329,371.6949574789129,30435300,386.3408945719401,16.62480413720679,419.5905028463537,353.09128629752655
2026-04-10,370.0684814453125,374.8281921461914,369.23030048358606,372.17393720824543,28111100,385.3147837320964,16.64826492113378,418.6113135743639,352.0182538898288
2026-04-13,383.539306640625,383.70895264062807,370.2181521550117,372.8025510733858,35745800,385.03638712565106,16.604273323996974,418.244933773645,351.8278404776571
2026-04-14,392.2604064941406,393.83700889302276,385.684652281273,387.0816509997633,37504500,384.85544637044273,16.490833322871136,417.837113016185,351.87377972470046
2026-04-15,410.3312683105469,413.47445440771634,395.8725939925935,397.1398382929036,45063400,385.09792175292966,16.817926393983807,418.7337745408973,351.46206896496204
2026-04-16,419.35174560546875,419.9105328997013,411.2492993874727,418.95258572248235,41642400,385.5988372802734,17.615217668726334,420.8292726177261,350.36840194282075
2026-04-17,421.87628173828125,430.64726300981,419.78081413338697,423.9018933176335,48568200,386.0016326904297,18.311892825478704,422.6254183413871,349.3778470394723
2026-04-20,417.1664733886719,422.4150847565369,415.40027922801784,420.2398034863272,27582200,386.304643758138,18.75949969771253,423.82364315356307,348.78564436271296
2026-04-21,423.2433166503906,426.25677891783357,416.2983670043314,419.33177508554746,32048500,386.7952484130859,19.53700177110749,425.8692519553009,347.7212448708709
2026-04-22,431.984375,432.7626880248645,422.7543663498755,425.2689090952171,29378200,387.69862467447916,20.975801574468488,429.6502278234161,345.7470215255422
2026-04-23,414.8514709472656,422.7443793162959,410.5208543154444,418.9825380949446,38308000,388.0601745605469,21.356580000266472,430.7733345610798,345.347014560014
2026-04-24,423.7023010253906,424.0316048781353,414.9013556123021,416.0688403922519,27457400,388.81720174153645,22.21598635278823,433.2491744471129,344.38522903596
2026-04-27,423.9018859863281,426.1869149113369,416.1686352924954,421.46715688013995,30867300,389.79076029459634,23.104636037672936,436.00003236994223,343.58148821925045
2026-04-28,428.3222961425781,428.99086152362304,420.9881750222059,423.6524179624475,30438100,390.76531575520835,24.105153151277445,438.97562205776325,342.55500945265345
2026-04-29,423.5426330566406,425.8975483734993,419.38166246548025,423.6623688360089,38288300,391.5985107421875,24.80521963869709,441.20895001958166,341.98807146479334
2026-04-30,406.8987121582031,413.5243765293071,397.1498378648014,409.92216255995794,70909400,392.13035888671874,24.96124559296519,442.0528500726491,342.20786770078837
2026-05-01,413.5443115234375,416.2085240460113,409.5529563541748,411.9078412872606,31372400,392.9758616129557,25.250707989514176,443.4772775919841,342.47444563392736
2026-05-04,412.72607421875,419.87060358807366,409.91216153093814,410.6505829404435,28066500,394.0319071451823,25.39658603016933,444.825079205521,343.2387350848436
2026-05-05,410.4909362792969,415.8792597859335,407.916495085617,414.42242364358015,25700900,394.9758626302083,25.46676536514425,445.90939336049684,344.0423318999198
2026-05-06,413.0653381347656,417.51572107575487,404.23445872829495,407.11822745622237,30285900,396.3468933105469,25.290080646191576,446.92705460293,345.76673201816374
2026-05-07,419.8606262207031,427.05506598481406,417.8549909144547,419.2020489501835,34942400,398.0009765625,25.145922748550646,448.2928220596013,347.7091310653987
2026-05-08,414.22283935546875,417.7252633012779,413.105264767488,416.48795292910256,33383800,399.6357686360677,24.52507576213774,448.6859201603432,350.58561711179226
2026-05-11,411.7681579589844,411.79809190456297,404.6236285818644,406.9885016374445,35657900,401.49474283854164,23.18014064510483,447.8550241287513,355.13446154833196
2026-05-12,406.8887023925781,414.6020070114768,405.76117016707224,413.58422243338293,38594200,403.11822611490885,21.700524215027034,446.5192745449629,359.7171776848548
2026-05-13,404.3342590332031,405.4318878236479,400.1633000811369,402.3286237155428,29667100,404.28370157877606,20.743304224104488,445.77031002698504,362.7970931305671
2026-05-14,408.5451354980469,410.94993067744383,400.013625877668,403.6058516736889,27077500,405.61614888509115,19.623883132081485,444.8639151492541,366.3683826209282
2026-05-15,421.0081481933594,427.24464052002446,412.01761111071977,413.3746572242232,50771200,407.2279917399089,18.791231595344765,444.8104549305984,369.64552854921936
2026-05-18,422.6246643066406,424.2012362508279,414.7117792841577,415.71960624154525,32564100,408.9130096435547,17.768905361859673,444.45082036727405,373.3751989198353
2026-05-19,416.51788330078125,431.7648588737268,415.58987007798993,428.9708919761278,33018700,410.4140920003255,16.342980746212394,443.1000534927503,377.72813050790074
2026-05-20,420.1499938964844,421.18775475321456,410.4110776678385,413.2749005432513,27864000,411.96839192708336,14.863643892062386,441.69567971120813,382.2411041429586
2026-05-21,419.0899963378906,426.3399963378906,415.7099914550781,424.75,31393500,413.5292673746745,12.876169809056451,439.2816069927874,387.7769277565616
2026-05-22,418.57000732421875,424.3999938964844,416.3299865722656,419.5400085449219,22390300,415.14598490397134,9.941609871286673,435.0292046465447,395.26276516139797
2026-05-26,416.0299987792969,419.7699890136719,413.0199890136719,416.42999267578125,30398000,416.2290079752604,7.94993775437314,432.1288834840067,400.3291324665141
2026-05-27,412.6700134277344,415.94000244140625,409.5799865722656,411.010009765625,28901500,416.9093282063802,6.584022759880922,430.07737372614207,403.7412826866184
2026-05-28,426.989990234375,429.489990234375,412.6700134277344,412.9800109863281,47250500,417.46461893717446,6.711363899707386,430.8873467365892,404.0418911377597
2026-05-29,450.239990234375,450.3299865722656,432.3599853515625,432.54998779296875,79654400,418.4942270914714,8.992507771319287,436.47924263410994,400.5092115488328
2026-06-01,460.5199890136719,466.32000732421875,458.2699890136719,464.8399963378906,53628900,419.7823506673177,11.817636127485445,443.4176229222886,396.1470784123468
2026-06-02,441.30999755859375,453.5,440.42999267578125,446.8800048828125,37036800,420.5871348063151,12.439100792197355,445.4653363907098,395.70893322192035
2026-06-03,427.3399963378906,440.3900146484375,424.25,438.45001220703125,39037000,420.72369079589845,12.491641395365699,445.70697358662983,395.74040800516707
2026-06-04,428.04998779296875,436.1499938964844,426.4100036621094,435.80999755859375,26899500,420.59254455566406,12.38957804048525,445.37170063663456,395.81338847469357
2026-06-05,416.6700134277344,429.4700012207031,414.3999938964844,428.3399963378906,34782200,420.6531626383464,12.364944558810189,445.38305175596673,395.923273520726
2026-06-08,411.739990234375,417.1600036621094,408.55999755859375,414.1400146484375,32086700,420.2544189453125,12.455771776291286,445.16596249789507,395.34287539273
2026-06-09,403.4100036621094,411.9800109863281,398.4800109863281,409.0299987792969,35317300,419.57135620117185,12.805810015976599,445.18297623312503,393.9597361692187
2026-06-10,397.3599853515625,405.0400085449219,397.1600036621094,398.54998779296875,32576000,418.5392791748047,13.313831141547352,445.1669414578994,391.91161689170997
2026-06-11,390.3399963378906,396.8500061035156,384.0,395.2099914550781,47224100,417.432524617513,14.231950121118654,445.8964248597503,388.96862437527574
2026-06-12,390.739990234375,391.739990234375,382.2699890136719,391.42999267578125,34865800,416.89390055338544,14.932873287093868,446.75964712757315,387.0281539791977
2026-06-15,399.760009765625,401.75,392.8500061035156,396.79998779296875,32266400,416.434423828125,15.248230349181533,446.93088452648806,385.9379631297619
2026-06-16,393.8299865722656,396.8399963378906,390.69000244140625,395.7900085449219,31506800,415.80455423990884,15.787439344414315,447.37943292873746,384.2296755510802
2026-06-17,378.9100036621094,390.3699951171875,377.32000732421875,390.25,41987800,414.7518564860026,17.148220114964946,449.0482967159325,380.45541625607274
2026-06-18,379.3999938964844,381.3699951171875,373.2799987792969,377.82000732421875,59714200,413.6296783447266,18.323636018488813,450.2769503817042,376.982406307749
2026-06-22,367.3399963378906,381.6300048828125,367.07000732421875,375.739990234375,45171100,411.8789906819662,20.127932385453608,452.1348554528734,371.62312591105893
2026-06-23,373.94000244140625,377.2200012207031,370.6700134277344,372.3800048828125,40647600,410.5362294514974,21.277038920686586,453.09030729287053,367.9821516101242
2026-06-24,365.4599914550781,378.8800048828125,364.7799987792969,371.57000732421875,44509900,408.9926239013672,22.80919900101593,454.6110219033991,363.37422589933533
2026-06-25,352.8299865722656,364.2300109863281,349.20001220703125,362.7699890136719,66179000,407.1906667073568,25.01029516787597,457.21125704310873,357.17007637160486
2026-06-26,372.9700012207031,376.6099853515625,355.42999267578125,357.1499938964844,186201600,406.1451914469401,25.77758675811238,457.7003649631649,354.5900179307153
2026-06-29,368.57000732421875,380.5,359.8999938964844,377.5,51229900,404.81268717447915,26.667106882121644,458.1469009387224,351.4784734102359
2026-06-30,373.0199890136719,374.1499938964844,367.45001220703125,371.0299987792969,44945700,403.2130818684896,27.09792184365113,457.4089255557919,349.01723818118734
2026-07-01,384.2799987792969,388.8299865722656,374.8900146484375,380.8299865722656,48065800,401.93492635091144,27.055030340980455,456.04498703287237,347.8248656689505
2026-07-02,390.489990234375,392.20001220703125,383.70001220703125,384.4800109863281,42128900,401.0673299153646,26.988508127726522,455.0443461708177,347.09031365991154
